internal_entity_id,entity_type,provider_name,provider_entity_id,canonical_key,observed_name,mapping_status,mapping_confidence,model_eligible_identity
dce49b74-3fa4-52aa-817e-f8078035c146,team,football-data.co.uk-legacy,F2:Dunkerque,F2:Dunkerque,Dunkerque,PROBABLE,0.65,False
ec04fb1e-75cc-52b7-86d2-955b41a49beb,team,football-data.co.uk-legacy,F2:Evian Thonon Gaillard,F2:Evian Thonon Gaillard,Evian Thonon Gaillard,PROBABLE,0.65,False
04ebce49-43d4-5d0c-9fa2-85eff2d19d48,team,football-data.co.uk-legacy,F2:Grenoble,F2:Grenoble,Grenoble,PROBABLE,0.65,False
641781d3-409f-53e1-9e3c-6ecd979b3a74,team,football-data.co.uk-legacy,F2:Guingamp,F2:Guingamp,Guingamp,PROBABLE,0.65,False
36793de5-f0cc-5963-9f66-9e0a74242951,team,football-data.co.uk-legacy,F2:Laval,F2:Laval,Laval,PROBABLE,0.65,False
8ace299b-f6b9-5648-89fa-1f8cf80e8f47,team,football-data.co.uk-legacy,F2:Le Havre,F2:Le Havre,Le Havre,PROBABLE,0.65,False
fb3d725a-c6d0-55a5-9d0b-dd5dd816b452,team,football-data.co.uk-legacy,F2:Le Mans,F2:Le Mans,Le Mans,PROBABLE,0.65,False
b4888a48-a6ce-5994-8909-b2b1db61b8f0,team,football-data.co.uk-legacy,F2:Lens,F2:Lens,Lens,PROBABLE,0.65,False
52972e4d-8109-506a-8dfd-3745c27d548b,team,football-data.co.uk-legacy,F2:Lorient,F2:Lorient,Lorient,PROBABLE,0.65,False
38b1e3f5-05b6-5bd7-ac11-4d6a72163d40,team,football-data.co.uk-legacy,F2:Martigues,F2:Martigues,Martigues,PROBABLE,0.65,False
4bef150f-eeba-543f-883b-270702df7fb9,team,football-data.co.uk-legacy,F2:Metz,F2:Metz,Metz,PROBABLE,0.65,False
ee21e4ab-c4de-56e2-a1b4-4588892c68a6,team,football-data.co.uk-legacy,F2:Montpellier,F2:Montpellier,Montpellier,PROBABLE,0.65,False
6dd8d2ac-8bd5-5186-95b6-f33f55af81f6,team,football-data.co.uk-legacy,F2:Nancy,F2:Nancy,Nancy,PROBABLE,0.65,False
6d11a2c5-a77b-5de6-83f5-9b53c32ff2ee,team,football-data.co.uk-legacy,F2:Nimes,F2:Nimes,Nimes,PROBABLE,0.65,False
f5f2bdd7-7d25-5e22-9b68-eedc85bff206,team,football-data.co.uk-legacy,F2:Niort,F2:Niort,Niort,PROBABLE,0.65,False
b98ef316-0589-56b2-802f-6c5b75eb2f4a,team,football-data.co.uk-legacy,F2:Orleans,F2:Orleans,Orleans,PROBABLE,0.65,False
a16a5758-cf7a-52dd-b822-f302ad7e5a3f,team,football-data.co.uk-legacy,F2:Paris FC,F2:Paris FC,Paris FC,PROBABLE,0.65,False
b6fc6ada-b278-556c-b73d-b16752d8b0f7,team,football-data.co.uk-legacy,F2:Pau FC,F2:Pau FC,Pau FC,PROBABLE,0.65,False
715aab0d-772f-5776-80d4-c651bd24db71,team,football-data.co.uk-legacy,F2:Quevilly Rouen,F2:Quevilly Rouen,Quevilly Rouen,PROBABLE,0.65,False
81b8ad3f-6da7-5d1a-b962-7965947df931,team,football-data.co.uk-legacy,F2:Red Star,F2:Red Star,Red Star,PROBABLE,0.65,False
c3a381b5-6dd9-5ac5-ae34-9813b7b25b25,team,football-data.co.uk-legacy,F2:Reims,F2:Reims,Reims,PROBABLE,0.65,False
350753a7-5ddb-5a1d-8963-0fdfa52b2007,team,football-data.co.uk-legacy,F2:Rodez,F2:Rodez,Rodez,PROBABLE,0.65,False
5625aab2-a991-500c-b958-308b4a118bf7,team,football-data.co.uk-legacy,F2:Sochaux,F2:Sochaux,Sochaux,PROBABLE,0.65,False
0fa9d7a4-0fe2-5cad-ab24-7516ddbf4918,team,football-data.co.uk-legacy,F2:St Etienne,F2:St Etienne,St Etienne,PROBABLE,0.65,False
b3db0237-0eeb-5afa-b2ce-9caf46bc01d2,team,football-data.co.uk-legacy,F2:Strasbourg,F2:Strasbourg,Strasbourg,PROBABLE,0.65,False
e54a4d49-cd32-5064-95c5-6c1c7edabbf7,team,football-data.co.uk-legacy,F2:Toulouse,F2:Toulouse,Toulouse,PROBABLE,0.65,False
59ddcf77-b182-5314-b0bd-9806a092f725,team,football-data.co.uk-legacy,F2:Tours,F2:Tours,Tours,PROBABLE,0.65,False
2b086923-627b-57d6-9516-118b90b0e0d9,team,football-data.co.uk-legacy,F2:Troyes,F2:Troyes,Troyes,PROBABLE,0.65,False
bdae6cb9-f01e-51cb-8730-9a710a7e6bc9,team,football-data.co.uk-legacy,F2:Valenciennes,F2:Valenciennes,Valenciennes,PROBABLE,0.65,False
e84d0d82-9ac7-5a23-a376-4deae8ebd7bd,team,football-data.co.uk-legacy,I1:Atalanta,I1:Atalanta,Atalanta,PROBABLE,0.65,False
6104ae98-ca40-594c-ae56-a0fddbaf221b,team,football-data.co.uk-legacy,I1:Benevento,I1:Benevento,Benevento,PROBABLE,0.65,False
59c23033-8d6f-5413-9ce4-8d8a63f88781,team,football-data.co.uk-legacy,I1:Bologna,I1:Bologna,Bologna,PROBABLE,0.65,False
77608c60-0236-5f35-9c46-751439263914,team,football-data.co.uk-legacy,I1:Brescia,I1:Brescia,Brescia,PROBABLE,0.65,False
bb59a77f-b141-5f69-b21c-dc6b82a9b2fb,team,football-data.co.uk-legacy,I1:Cagliari,I1:Cagliari,Cagliari,PROBABLE,0.65,False
144105ac-d4d4-5292-bba3-43f17f343217,team,football-data.co.uk-legacy,I1:Carpi,I1:Carpi,Carpi,PROBABLE,0.65,False
b5878708-e47e-52af-972e-09c312ee7934,team,football-data.co.uk-legacy,I1:Chievo,I1:Chievo,Chievo,PROBABLE,0.65,False
1e057105-accf-5a71-911e-2096c23799c1,team,football-data.co.uk-legacy,I1:Como,I1:Como,Como,PROBABLE,0.65,False
d79e40ad-e710-5035-a22d-c3c6c2453ec0,team,football-data.co.uk-legacy,I1:Cremonese,I1:Cremonese,Cremonese,PROBABLE,0.65,False
652d3e9f-9b28-5971-9bac-057259e31f09,team,football-data.co.uk-legacy,I1:Crotone,I1:Crotone,Crotone,PROBABLE,0.65,False
77587ba8-eaa3-5572-89d6-2c5efa91a7ca,team,football-data.co.uk-legacy,I1:Empoli,I1:Empoli,Empoli,PROBABLE,0.65,False
2509ded7-db90-5e14-b144-d3c0a4ee26c0,team,football-data.co.uk-legacy,I1:Fiorentina,I1:Fiorentina,Fiorentina,PROBABLE,0.65,False
1dfe26c8-1ace-5a82-93ce-32f689123c44,team,football-data.co.uk-legacy,I1:Frosinone,I1:Frosinone,Frosinone,PROBABLE,0.65,False
b5729b08-6cbd-5483-a352-b23c4b42d521,team,football-data.co.uk-legacy,I1:Genoa,I1:Genoa,Genoa,PROBABLE,0.65,False
962ba419-792f-5332-9140-b1a66f426c52,team,football-data.co.uk-legacy,I1:Inter,I1:Inter,Inter,PROBABLE,0.65,False
bb948a5d-648e-5d27-9b7c-9b8d79f236a2,team,football-data.co.uk-legacy,I1:Juventus,I1:Juventus,Juventus,PROBABLE,0.65,False
a9975087-1231-5902-915c-c5a11a137ef7,team,football-data.co.uk-legacy,I1:Lazio,I1:Lazio,Lazio,PROBABLE,0.65,False
e14cb77b-d04b-5d5b-a56c-6e4700b99189,team,football-data.co.uk-legacy,I1:Lecce,I1:Lecce,Lecce,PROBABLE,0.65,False
d049d174-98ed-5c51-9442-5361951988e0,team,football-data.co.uk-legacy,I1:Milan,I1:Milan,Milan,PROBABLE,0.65,False
1353907c-f463-5865-b18a-a8a90b57cb8d,team,football-data.co.uk-legacy,I1:Monza,I1:Monza,Monza,PROBABLE,0.65,False
ed061dc4-a109-56ea-a285-94325d059962,team,football-data.co.uk-legacy,I1:Napoli,I1:Napoli,Napoli,PROBABLE,0.65,False
44e6b2cb-7e31-5794-8190-c5f4c6a2666f,team,football-data.co.uk-legacy,I1:Palermo,I1:Palermo,Palermo,PROBABLE,0.65,False
4d09b897-8cf0-5886-b548-3f501d3b55d8,team,football-data.co.uk-legacy,I1:Parma,I1:Parma,Parma,PROBABLE,0.65,False
c040b343-58f2-5593-bf5b-8a5acc25a936,team,football-data.co.uk-legacy,I1:Pescara,I1:Pescara,Pescara,PROBABLE,0.65,False
c40552a8-05cc-529b-936d-b24903b6e184,team,football-data.co.uk-legacy,I1:Pisa,I1:Pisa,Pisa,PROBABLE,0.65,False
8906d661-097a-597e-83da-e75957e6866b,team,football-data.co.uk-legacy,I1:Roma,I1:Roma,Roma,PROBABLE,0.65,False
f3950315-06af-5e87-9ff7-39bcf9b613c4,team,football-data.co.uk-legacy,I1:Salernitana,I1:Salernitana,Salernitana,PROBABLE,0.65,False
8a80f8e7-d471-512b-aec7-f67ff8232267,team,football-data.co.uk-legacy,I1:Sampdoria,I1:Sampdoria,Sampdoria,PROBABLE,0.65,False
ac838316-4df2-5b43-9b82-856e9d7304f1,team,football-data.co.uk-legacy,I1:Sassuolo,I1:Sassuolo,Sassuolo,PROBABLE,0.65,False
b3b7f79a-c8aa-5fcc-a0c0-b56a1a74a61b,team,football-data.co.uk-legacy,I1:Spal,I1:Spal,Spal,PROBABLE,0.65,False
87bb70db-d471-5d8d-878a-cf83792a7a5c,team,football-data.co.uk-legacy,I1:Spezia,I1:Spezia,Spezia,PROBABLE,0.65,False
e7f754e4-2b4e-5c34-b947-4e894651abc8,team,football-data.co.uk-legacy,I1:Torino,I1:Torino,Torino,PROBABLE,0.65,False
347e2edc-1081-598f-8c70-d2b226d8e671,team,football-data.co.uk-legacy,I1:Udinese,I1:Udinese,Udinese,PROBABLE,0.65,False
9282294f-d915-5e0f-989d-ee8d7c3ab2bd,team,football-data.co.uk-legacy,I1:Venezia,I1:Venezia,Venezia,PROBABLE,0.65,False
4176eee7-e12f-5401-90f6-644687da3544,team,football-data.co.uk-legacy,I1:Verona,I1:Verona,Verona,PROBABLE,0.65,False
b4df6188-1033-58e4-8ac4-d5fc77fe2be1,team,football-data.co.uk-legacy,N1:AZ Alkmaar,N1:AZ Alkmaar,AZ Alkmaar,PROBABLE,0.65,False
21366312-547d-573e-a346-080ae60fdd93,team,football-data.co.uk-legacy,N1:Ajax,N1:Ajax,Ajax,PROBABLE,0.65,False
eb71f3b1-e37e-5606-a2be-818ce86edcda,team,football-data.co.uk-legacy,N1:Almere City,N1:Almere City,Almere City,PROBABLE,0.65,False
e25ab9e0-7163-50f3-9b24-3de6f044ae38,team,football-data.co.uk-legacy,N1:Cambuur,N1:Cambuur,Cambuur,PROBABLE,0.65,False
b51cd2fc-31e3-597a-8987-2f70be6d9e98,team,football-data.co.uk-legacy,N1:Den Haag,N1:Den Haag,Den Haag,PROBABLE,0.65,False
e89268a2-2b64-55a6-a2cf-10b0d94e33cc,team,football-data.co.uk-legacy,N1:Excelsior,N1:Excelsior,Excelsior,PROBABLE,0.65,False
7739d4c2-e9fe-575a-a355-892ad09e1a5d,team,football-data.co.uk-legacy,N1:FC Emmen,N1:FC Emmen,FC Emmen,PROBABLE,0.65,False
3b09bd13-1bea-5a96-aa4f-eea8e532d67d,team,football-data.co.uk-legacy,N1:Feyenoord,N1:Feyenoord,Feyenoord,PROBABLE,0.65,False
3f21ba0c-b72e-5949-aa9b-d6c76de4d212,team,football-data.co.uk-legacy,N1:For Sittard,N1:For Sittard,For Sittard,PROBABLE,0.65,False
bc3d1195-e79f-58c7-82cc-ba3f1b849cca,team,football-data.co.uk-legacy,N1:Go Ahead Eagles,N1:Go Ahead Eagles,Go Ahead Eagles,PROBABLE,0.65,False
9782f569-0b80-55f5-8c21-67b9ab40c29b,team,football-data.co.uk-legacy,N1:Graafschap,N1:Graafschap,Graafschap,PROBABLE,0.65,False
3da2bb93-7117-5523-b1cd-45e9c41e253c,team,football-data.co.uk-legacy,N1:Groningen,N1:Groningen,Groningen,PROBABLE,0.65,False
146c65e1-210c-5ce8-84c6-87dcaa7379b3,team,football-data.co.uk-legacy,N1:Heerenveen,N1:Heerenveen,Heerenveen,PROBABLE,0.65,False
1ecccd3d-acdd-505e-94f0-bae9b1522a47,team,football-data.co.uk-legacy,N1:Heracles,N1:Heracles,Heracles,PROBABLE,0.65,False
a512440d-5d7d-5486-8293-5f93671e6f40,team,football-data.co.uk-legacy,N1:NAC Breda,N1:NAC Breda,NAC Breda,PROBABLE,0.65,False
1e78ffaf-9263-53c9-89e4-f6f3d3b253ea,team,football-data.co.uk-legacy,N1:Nijmegen,N1:Nijmegen,Nijmegen,PROBABLE,0.65,False
792c5af3-d48c-5d9f-b57e-17edc64bbf64,team,football-data.co.uk-legacy,N1:PSV Eindhoven,N1:PSV Eindhoven,PSV Eindhoven,PROBABLE,0.65,False
2a39fff4-d2e8-5d8c-95aa-8d68b6e9c1b5,team,football-data.co.uk-legacy,N1:Roda,N1:Roda,Roda,PROBABLE,0.65,False
99c5a7f9-bb40-54f0-bc73-9b59531fd163,team,football-data.co.uk-legacy,N1:Sparta Rotterdam,N1:Sparta Rotterdam,Sparta Rotterdam,PROBABLE,0.65,False
42fefed5-39b5-555b-8546-528fdc3e1064,team,football-data.co.uk-legacy,N1:Telstar,N1:Telstar,Telstar,PROBABLE,0.65,False
ad4e3588-060e-5c6d-b1ae-18c83345ffaa,team,football-data.co.uk-legacy,N1:Twente,N1:Twente,Twente,PROBABLE,0.65,False
77a9ef51-8413-5213-a4fe-b2dc5c3e294f,team,football-data.co.uk-legacy,N1:Utrecht,N1:Utrecht,Utrecht,PROBABLE,0.65,False
cefc336d-0efd-5913-8305-1fd081a6e86e,team,football-data.co.uk-legacy,N1:VVV Venlo,N1:VVV Venlo,VVV Venlo,PROBABLE,0.65,False
ab83ff96-b1f1-52e2-b754-b323d4b1febd,team,football-data.co.uk-legacy,N1:Vitesse,N1:Vitesse,Vitesse,PROBABLE,0.65,False
6ee4dfe5-ab1b-51b4-9cd0-d2f6ebf8907b,team,football-data.co.uk-legacy,N1:Volendam,N1:Volendam,Volendam,PROBABLE,0.65,False
fd3145aa-6352-5165-b131-24a289623518,team,football-data.co.uk-legacy,N1:Waalwijk,N1:Waalwijk,Waalwijk,PROBABLE,0.65,False
e805ea71-5799-57a8-8442-1f05d7f04229,team,football-data.co.uk-legacy,N1:Willem II,N1:Willem II,Willem II,PROBABLE,0.65,False
d2ccf80b-f62b-5aaf-a50f-02dba6ff6af8,team,football-data.co.uk-legacy,N1:Zwolle,N1:Zwolle,Zwolle,PROBABLE,0.65,False
4317b8c4-6b35-5166-8f18-883b911c3178,team,football-data.co.uk-legacy,P1:AVS,P1:AVS,AVS,PROBABLE,0.65,False
028e9651-5f61-55ce-97db-5ca93e67fe6c,team,football-data.co.uk-legacy,P1:Academica,P1:Academica,Academica,PROBABLE,0.65,False
83b2150b-2a2f-52df-bc70-8db6761942fe,team,football-data.co.uk-legacy,P1:Alverca,P1:Alverca,Alverca,PROBABLE,0.65,False
0f71aed4-4780-5382-b957-5814da163415,team,football-data.co.uk-legacy,P1:Arouca,P1:Arouca,Arouca,PROBABLE,0.65,False
f12785fa-148d-5f32-913e-5efa77a339a4,team,football-data.co.uk-legacy,P1:Aves,P1:Aves,Aves,PROBABLE,0.65,False
a31d0fb8-d4b4-5892-beb8-c65340effb67,team,football-data.co.uk-legacy,P1:Belenenses,P1:Belenenses,Belenenses,PROBABLE,0.65,False
1f40c37f-19cc-56ad-881e-2175f83d717c,team,football-data.co.uk-legacy,P1:Benfica,P1:Benfica,Benfica,PROBABLE,0.65,False
0808ef5e-56b2-5f55-b234-355325279e3e,team,football-data.co.uk-legacy,P1:Boavista,P1:Boavista,Boavista,PROBABLE,0.65,False
4fbf6ef7-4108-5b3d-863f-7ce8cda39fbf,team,football-data.co.uk-legacy,P1:Casa Pia,P1:Casa Pia,Casa Pia,PROBABLE,0.65,False
8e69535d-be53-5891-8e60-f0eeb0ac831d,team,football-data.co.uk-legacy,P1:Chaves,P1:Chaves,Chaves,PROBABLE,0.65,False
d24ab418-1fba-571b-a214-ed3c4e868bbf,team,football-data.co.uk-legacy,P1:Estoril,P1:Estoril,Estoril,PROBABLE,0.65,False
eae8c622-8312-57ee-bd74-82053d6863b0,team,football-data.co.uk-legacy,P1:Estrela,P1:Estrela,Estrela,PROBABLE,0.65,False
46723e9f-a9da-5cb7-9d61-a6a84729dccd,team,football-data.co.uk-legacy,P1:Famalicao,P1:Famalicao,Famalicao,PROBABLE,0.65,False
85092185-08a5-5b20-ae4a-b3bfe4736f31,team,football-data.co.uk-legacy,P1:Farense,P1:Farense,Farense,PROBABLE,0.65,False
cb5fe3cd-985b-556a-9208-9d5c25a2e8ff,team,football-data.co.uk-legacy,P1:Feirense,P1:Feirense,Feirense,PROBABLE,0.65,False
a0540d4d-7caa-5a95-ab63-ed73dd22c4f2,team,football-data.co.uk-legacy,P1:Gil Vicente,P1:Gil Vicente,Gil Vicente,PROBABLE,0.65,False
c7a929ef-bbca-5db6-9e00-b94b56256bd5,team,football-data.co.uk-legacy,P1:Guimaraes,P1:Guimaraes,Guimaraes,PROBABLE,0.65,False
17ce83fb-ed1d-53dd-9c46-7609522ad044,team,football-data.co.uk-legacy,P1:Maritimo,P1:Maritimo,Maritimo,PROBABLE,0.65,False
046fc92b-cdd5-58e0-a864-d78a33bf2796,team,football-data.co.uk-legacy,P1:Moreirense,P1:Moreirense,Moreirense,PROBABLE,0.65,False
2b39f437-4c74-5fb1-8fa0-741a94f46e5d,team,football-data.co.uk-legacy,P1:Nacional,P1:Nacional,Nacional,PROBABLE,0.65,False
4637d70e-b754-5f4f-b630-081c3541cbfb,team,football-data.co.uk-legacy,P1:Pacos Ferreira,P1:Pacos Ferreira,Pacos Ferreira,PROBABLE,0.65,False
8f09f0c4-5ace-529f-a1cf-27028dede3b8,team,football-data.co.uk-legacy,P1:Portimonense,P1:Portimonense,Portimonense,PROBABLE,0.65,False
47eb4355-1f61-569d-aea1-8e81efb4fbc0,team,football-data.co.uk-legacy,P1:Porto,P1:Porto,Porto,PROBABLE,0.65,False
b7c3c3f4-d5a5-57bc-bfc2-89dd08daa99d,team,football-data.co.uk-legacy,P1:Rio Ave,P1:Rio Ave,Rio Ave,PROBABLE,0.65,False
2349365d-d8c5-5ae4-868b-9633537b015d,team,football-data.co.uk-legacy,P1:Santa Clara,P1:Santa Clara,Santa Clara,PROBABLE,0.65,False
0333bbf8-63f9-5934-9e06-251b2c3b8b8c,team,football-data.co.uk-legacy,P1:Setubal,P1:Setubal,Setubal,PROBABLE,0.65,False
81bf9437-e624-5623-9562-da76a1e81ea4,team,football-data.co.uk-legacy,P1:Sp Braga,P1:Sp Braga,Sp Braga,PROBABLE,0.65,False
49c5fdac-d882-5c56-bf41-58e1991f4802,team,football-data.co.uk-legacy,P1:Sp Lisbon,P1:Sp Lisbon,Sp Lisbon,PROBABLE,0.65,False
c8386ce2-114f-5d39-a149-e0fb200f204b,team,football-data.co.uk-legacy,P1:Tondela,P1:Tondela,Tondela,PROBABLE,0.65,False
21747009-b827-5278-b751-c27f44925ad9,team,football-data.co.uk-legacy,P1:Uniao Madeira,P1:Uniao Madeira,Uniao Madeira,PROBABLE,0.65,False
5527aa3c-c991-5506-ad59-a48217ad22b4,team,football-data.co.uk-legacy,P1:Vizela,P1:Vizela,Vizela,PROBABLE,0.65,False
816eb705-26b3-526b-8eba-3b7a2d360267,team,football-data.co.uk-legacy,SP1:Alaves,SP1:Alaves,Alaves,PROBABLE,0.65,False
f5a40b33-76c6-583a-a0a3-5ca6c7713119,team,football-data.co.uk-legacy,SP1:Almeria,SP1:Almeria,Almeria,PROBABLE,0.65,False
5006ce4e-dc52-5f17-a211-2ebd58079eb6,team,football-data.co.uk-legacy,SP1:Ath Bilbao,SP1:Ath Bilbao,Ath Bilbao,PROBABLE,0.65,False
e3262562-e6e6-5f0c-a009-dc2b4e3114f1,team,football-data.co.uk-legacy,SP1:Ath Madrid,SP1:Ath Madrid,Ath Madrid,PROBABLE,0.65,False
e38ee2b3-68ce-5e72-b678-016aa6a5752f,team,football-data.co.uk-legacy,SP1:Barcelona,SP1:Barcelona,Barcelona,PROBABLE,0.65,False
c55c1f78-5c07-5df5-b654-0be812635c10,team,football-data.co.uk-legacy,SP1:Betis,SP1:Betis,Betis,PROBABLE,0.65,False
53cff1dc-4b4c-55b6-bbea-ad7377811721,team,football-data.co.uk-legacy,SP1:Cadiz,SP1:Cadiz,Cadiz,PROBABLE,0.65,False
2bf4f080-9cdb-5e35-b948-00b319380414,team,football-data.co.uk-legacy,SP1:Celta,SP1:Celta,Celta,PROBABLE,0.65,False
899dd82f-8bae-5453-823d-43d2d8dfb1b3,team,football-data.co.uk-legacy,SP1:Eibar,SP1:Eibar,Eibar,PROBABLE,0.65,False
9d707538-5e6c-5784-a6df-d2e3e63b8f1e,team,football-data.co.uk-legacy,SP1:Elche,SP1:Elche,Elche,PROBABLE,0.65,False
acd6c142-75ca-5cc7-8499-6968844261f1,team,football-data.co.uk-legacy,SP1:Espanol,SP1:Espanol,Espanol,PROBABLE,0.65,False
0bfe281c-a9ed-5ea5-8456-3c50876a7551,team,football-data.co.uk-legacy,SP1:Getafe,SP1:Getafe,Getafe,PROBABLE,0.65,False
32ca1bbc-23f3-5143-8631-7dc6e93fa9a8,team,football-data.co.uk-legacy,SP1:Girona,SP1:Girona,Girona,PROBABLE,0.65,False
315161c8-8e08-5725-93b0-46e7017ac03f,team,football-data.co.uk-legacy,SP1:Granada,SP1:Granada,Granada,PROBABLE,0.65,False
a6fb81ce-f3bc-57a2-a9ff-fb424c434c6e,team,football-data.co.uk-legacy,SP1:Huesca,SP1:Huesca,Huesca,PROBABLE,0.65,False
f28282c7-0841-55a1-9cc6-47df208933ae,team,football-data.co.uk-legacy,SP1:La Coruna,SP1:La Coruna,La Coruna,PROBABLE,0.65,False
33471690-52c8-54c3-8e7d-156c3dd7d3a2,team,football-data.co.uk-legacy,SP1:Las Palmas,SP1:Las Palmas,Las Palmas,PROBABLE,0.65,False
e1697750-d432-553c-b127-600dcc64e37b,team,football-data.co.uk-legacy,SP1:Leganes,SP1:Leganes,Leganes,PROBABLE,0.65,False
6d1dea4e-6600-5fcd-aaca-fbf6571ec713,team,football-data.co.uk-legacy,SP1:Levante,SP1:Levante,Levante,PROBABLE,0.65,False
340b9071-edde-5806-8f51-e55fdd86f5aa,team,football-data.co.uk-legacy,SP1:Malaga,SP1:Malaga,Malaga,PROBABLE,0.65,False
3ddfa342-46a1-5d8f-a8e2-20baf8e186de,team,football-data.co.uk-legacy,SP1:Mallorca,SP1:Mallorca,Mallorca,PROBABLE,0.65,False
f85ee14e-1e2b-5008-b416-17dbadb13f6b,team,football-data.co.uk-legacy,SP1:Osasuna,SP1:Osasuna,Osasuna,PROBABLE,0.65,False
09e6519b-e68a-5a4e-993e-b16db597d715,team,football-data.co.uk-legacy,SP1:Oviedo,SP1:Oviedo,Oviedo,PROBABLE,0.65,False
fe9ac176-b157-5279-a67d-7f78da8de945,team,football-data.co.uk-legacy,SP1:Real Madrid,SP1:Real Madrid,Real Madrid,PROBABLE,0.65,False
90b28ab7-7265-5a6c-830c-70d22468d2b0,team,football-data.co.uk-legacy,SP1:Sevilla,SP1:Sevilla,Sevilla,PROBABLE,0.65,False
14156ee5-4b40-5c7a-9090-701b1fd99b05,team,football-data.co.uk-legacy,SP1:Sociedad,SP1:Sociedad,Sociedad,PROBABLE,0.65,False
ab3e5125-b3cd-5374-a249-6d95655e80c3,team,football-data.co.uk-legacy,SP1:Sp Gijon,SP1:Sp Gijon,Sp Gijon,PROBABLE,0.65,False
36852758-aa33-5a7c-9d4e-209ad2037772,team,football-data.co.uk-legacy,SP1:Valencia,SP1:Valencia,Valencia,PROBABLE,0.65,False
45ef1ca5-e1e4-5f4d-a810-77a898102ba2,team,football-data.co.uk-legacy,SP1:Valladolid,SP1:Valladolid,Valladolid,PROBABLE,0.65,False
3bd62c0f-13cd-5c21-857b-68d510d4a4fd,team,football-data.co.uk-legacy,SP1:Vallecano,SP1:Vallecano,Vallecano,PROBABLE,0.65,False
6a305dd0-584a-54d7-8eb8-80072b46ac68,team,football-data.co.uk-legacy,SP1:Villarreal,SP1:Villarreal,Villarreal,PROBABLE,0.65,False
034aa97c-4d54-5969-9130-65ee7cfd52c7,referee,football-data.co.uk-legacy,E0:A Kitchen,E0:A Kitchen,A Kitchen,PROBABLE,0.65,False
cbe3701f-3111-560b-a566-33489da53c6b,referee,football-data.co.uk-legacy,E0:A Madley,E0:A Madley,A Madley,PROBABLE,0.65,False
dcf4d185-c66e-53dc-8439-f9e4d3179fd6,referee,football-data.co.uk-legacy,E0:A Marriner,E0:A Marriner,A Marriner,PROBABLE,0.65,False
5fb30a08-b165-5226-934f-26d4d3fdce73,referee,football-data.co.uk-legacy,E0:A Moss,E0:A Moss,A Moss,PROBABLE,0.65,False
5faf8a37-6989-57eb-9087-1913147ab0b0,referee,football-data.co.uk-legacy,E0:A Taylor,E0:A Taylor,A Taylor,PROBABLE,0.65,False
4ecb9962-18f1-56b0-b190-8c555b8eb63e,referee,football-data.co.uk-legacy,E0:C Kavanagh,E0:C Kavanagh,C Kavanagh,PROBABLE,0.65,False
9da132af-4da1-5a0e-bf3b-f91b6dd04f2f,referee,football-data.co.uk-legacy,E0:C Pawson,E0:C Pawson,C Pawson,PROBABLE,0.65,False
0d81b0f6-9b3a-5f53-a076-158dfb0595ee,referee,football-data.co.uk-legacy,E0:D Bond,E0:D Bond,D Bond,PROBABLE,0.65,False
c9caaf69-3957-59ee-926f-7d8d79622503,referee,football-data.co.uk-legacy,E0:D Coote,E0:D Coote,D Coote,PROBABLE,0.65,False
8aea0082-8d02-55c1-87eb-822472974e34,referee,football-data.co.uk-legacy,E0:D England,E0:D England,D England,PROBABLE,0.65,False
5cf9478b-c94c-5fdd-bc49-dec9f0cd4d0b,referee,football-data.co.uk-legacy,E0:D Webb,E0:D Webb,D Webb,PROBABLE,0.65,False
a05fc0c7-2362-51be-9944-1e19fa5bf75e,referee,football-data.co.uk-legacy,E0:F Hallam,E0:F Hallam,F Hallam,PROBABLE,0.65,False
cab84b1c-b959-5a63-9501-fcdc7cdcacd0,referee,football-data.co.uk-legacy,E0:G Scott,E0:G Scott,G Scott,PROBABLE,0.65,False
cdd021ba-a788-57fd-befa-c3d57541fa0e,referee,football-data.co.uk-legacy,E0:J Brooks,E0:J Brooks,J Brooks,PROBABLE,0.65,False
3c0785cc-5433-5407-af98-2a2099333d5d,referee,football-data.co.uk-legacy,E0:J Gillett,E0:J Gillett,J Gillett,PROBABLE,0.65,False
c2a854a2-46d1-5faa-955f-e4d5a51e0885,referee,football-data.co.uk-legacy,E0:J Gillett ,E0:J Gillett ,J Gillett ,PROBABLE,0.65,False
83695f34-ce8d-52eb-a242-1cf5c27118d4,referee,football-data.co.uk-legacy,E0:J Moss,E0:J Moss,J Moss,PROBABLE,0.65,False
2e9686aa-dba1-5901-b3f9-c795bec1e3c3,referee,football-data.co.uk-legacy,E0:J Smith,E0:J Smith,J Smith,PROBABLE,0.65,False
4d0813af-6211-5c74-a0e3-e400ccee8cc5,referee,football-data.co.uk-legacy,E0:K Friend,E0:K Friend,K Friend,PROBABLE,0.65,False
cbffbf88-04c4-5a59-a70c-b65e9d26d429,referee,football-data.co.uk-legacy,E0:K Kavanagh,E0:K Kavanagh,K Kavanagh,PROBABLE,0.65,False
9686898e-b655-5379-96a0-eed9ade65b49,referee,football-data.co.uk-legacy,E0:K Stroud,E0:K Stroud,K Stroud,PROBABLE,0.65,False
c2c621fb-7f5d-5ba0-b408-ee00c40b115b,referee,football-data.co.uk-legacy,E0:L Mason,E0:L Mason,L Mason,PROBABLE,0.65,False
