combo,profondeur,marche,n,obs,ref_aj,delta,delta_brut,z,p,blocs_coherents,blocs,fdr,stable,reportable
POST_DEFAITE_LOURDE x ENCAISSE_MT1,2,U15,1895,0.24591029023746702,0.2443302329827284,0.001580057254738615,0.014078445650231364,0.16155351742120957,0.8716574640649,1,3,False,False,False
POST_DEFAITE_LOURDE x ENCAISSE_MT1,2,O45_CARTONS,1895,0.40422163588390503,0.3793469126880132,0.024874723195891846,0.03449038281328909,2.2436765249295925,0.024853221584690166,3,3,False,True,False
POST_DEFAITE_LOURDE x ENCAISSE_MT1,2,BTTS_Y,1895,0.5414248021108179,0.5305569232774805,0.010867878833337397,0.010611272583572862,0.952044088517613,0.341074622744193,2,3,False,True,False
POST_DEFAITE_LOURDE x SOLIDE_MT1,2,TEAM_O15_SELF,301,0.3754152823920266,0.37029279500211343,0.005122487389913166,-0.015083789445374252,0.19219005727430577,0.8475933338731256,2,3,False,True,False
POST_DEFAITE_LOURDE x SOLIDE_MT1,2,CS_SELF,301,0.2691029900332226,0.27422121267381355,-0.005118222640590975,-0.020437102127131124,-0.2046390439038634,0.8378541482590585,2,3,False,True,False
POST_DEFAITE_LOURDE x SOLIDE_MT1,2,MT1_SELF,301,0.29900332225913623,0.2846688307793488,0.014334491479787437,-0.0010798779592484098,0.5684222168454385,0.5697483082530868,2,3,False,True,False
POST_DEFAITE_LOURDE x SOLIDE_MT1,2,MT2_SELF,301,0.3122923588039867,0.3195089516197117,-0.007216592815725009,-0.025355227700299965,-0.27847355661675294,0.7806488613098959,2,3,False,True,False
POST_DEFAITE_LOURDE x SOLIDE_MT1,2,O05_MT1,301,0.6877076411960132,0.6907193352310943,-0.0030116940350810584,-0.005030035134501509,-0.11351059662315428,0.9096257624891879,2,3,False,True,False
POST_DEFAITE_LOURDE x SOLIDE_MT1,2,O15_MT1,301,0.3222591362126246,0.3262048458966491,-0.003945709684024523,-0.008588603682294471,-0.14683706178975486,0.8832606306548705,2,3,False,True,False
POST_DEFAITE_LOURDE x SOLIDE_MT1,2,O35,301,0.27906976744186046,0.2766824337098228,0.002387333732037644,-0.0038673122289205053,0.09356457471241461,0.9254550514074462,2,3,False,True,False
POST_DEFAITE_LOURDE x SOLIDE_MT1,2,U15,301,0.22259136212624583,0.2569419800212765,-0.03435061789503066,-0.030851070688446752,-1.3732478510807695,0.16967530844784218,2,3,False,True,False
POST_DEFAITE_LOURDE x SOLIDE_MT1,2,O45_CARTONS,301,0.3754152823920266,0.3793501897708902,-0.003934907378863595,-0.004776422259091584,-0.1415191659915213,0.8874598201432873,1,3,False,False,False
POST_DEFAITE_LOURDE x SOLIDE_MT1,2,BTTS_Y,301,0.5249169435215947,0.5170630582951742,0.007853885226420498,0.010262899097841283,0.2735753642085853,0.7844109684620424,1,3,False,False,False
POST_DEFAITE_LOURDE x O15_MT1_FREQ,2,TEAM_O15_SELF,929,0.37782561894510225,0.3670740888276415,0.010751530117460772,-0.03269749447627607,0.7081107282282021,0.4788764978873832,1,3,False,False,False
