provider,competition,season,column,rows,zeros,missing,non_zero,zero_rate,min_value,median_value,max_value,artificial_probability,quality_status,impact
football-data.co.uk,D1,2015-16,hthg,306,149,0,157,0.4869281045751634,0.0,1.0,4.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,D1,2015-16,htag,306,168,0,138,0.5490196078431373,0.0,0.0,3.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,D1,2015-16,hy,306,47,0,259,0.15359477124183007,0.0,2.0,6.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,D1,2015-16,ay,306,33,0,273,0.10784313725490197,0.0,2.0,6.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,D1,2015-16,hr,306,290,0,16,0.9477124183006536,0.0,0.0,1.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,D1,2015-16,ar,306,283,0,23,0.9248366013071896,0.0,0.0,1.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,D1,2015-16,hc,306,4,0,302,0.013071895424836602,0.0,5.0,18.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,D1,2015-16,ac,306,10,0,296,0.032679738562091505,0.0,4.0,13.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,D1,2016-17,hthg,306,139,0,167,0.4542483660130719,0.0,1.0,4.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,D1,2016-17,htag,306,186,0,120,0.6078431372549019,0.0,0.0,3.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,D1,2016-17,hy,306,54,0,252,0.17647058823529413,0.0,2.0,6.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,D1,2016-17,ay,306,36,0,270,0.11764705882352941,0.0,2.0,6.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,D1,2016-17,hr,306,279,0,27,0.9117647058823529,0.0,0.0,2.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,D1,2016-17,ar,306,278,0,28,0.9084967320261438,0.0,0.0,1.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,D1,2016-17,hc,306,8,0,298,0.026143790849673203,0.0,5.0,15.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,D1,2016-17,ac,306,11,0,295,0.03594771241830065,0.0,4.0,14.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,D1,2017-18,hthg,306,131,0,175,0.42810457516339867,0.0,1.0,5.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,D1,2017-18,htag,306,191,0,115,0.6241830065359477,0.0,0.0,3.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,D1,2017-18,hy,306,76,0,230,0.24836601307189543,0.0,1.0,7.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,D1,2017-18,ay,306,49,0,257,0.16013071895424835,0.0,2.0,6.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,D1,2017-18,hr,306,284,0,22,0.9281045751633987,0.0,0.0,1.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,D1,2017-18,ar,306,285,0,21,0.9313725490196079,0.0,0.0,1.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,D1,2017-18,hc,306,7,0,299,0.02287581699346405,0.0,5.0,13.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,D1,2017-18,ac,306,8,0,298,0.026143790849673203,0.0,4.0,14.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,D1,2018-19,hthg,306,151,0,155,0.4934640522875817,0.0,1.0,6.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,D1,2018-19,htag,306,168,0,138,0.5490196078431373,0.0,0.0,4.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,D1,2018-19,hy,306,66,0,240,0.21568627450980393,0.0,1.0,6.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,D1,2018-19,ay,306,34,0,272,0.1111111111111111,0.0,2.0,7.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,D1,2018-19,hr,306,292,0,14,0.954248366013072,0.0,0.0,2.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,D1,2018-19,ar,306,279,0,27,0.9117647058823529,0.0,0.0,1.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,D1,2018-19,hc,306,7,0,299,0.02287581699346405,0.0,5.0,14.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,D1,2018-19,ac,306,5,0,301,0.016339869281045753,0.0,4.0,14.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,D1,2019-20,hthg,306,153,0,153,0.5,0.0,0.5,5.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,D1,2019-20,htag,306,158,0,148,0.5163398692810458,0.0,0.0,4.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,D1,2019-20,hy,306,53,0,253,0.17320261437908496,0.0,2.0,8.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,D1,2019-20,ay,306,34,0,272,0.1111111111111111,0.0,2.0,6.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,D1,2019-20,hr,306,286,0,20,0.934640522875817,0.0,0.0,1.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,D1,2019-20,ar,306,273,0,33,0.8921568627450981,0.0,0.0,2.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,D1,2019-20,hc,306,6,0,300,0.0196078431372549,0.0,5.0,19.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,D1,2019-20,ac,306,13,0,293,0.042483660130718956,0.0,4.0,14.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,D1,2020-21,hthg,306,161,0,145,0.5261437908496732,0.0,0.0,4.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,D1,2020-21,htag,306,167,0,139,0.545751633986928,0.0,0.0,3.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,D1,2020-21,hy,306,49,0,257,0.16013071895424835,0.0,2.0,7.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,D1,2020-21,ay,306,44,0,262,0.1437908496732026,0.0,2.0,7.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,D1,2020-21,hr,306,293,0,13,0.9575163398692811,0.0,0.0,1.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,D1,2020-21,ar,306,287,0,19,0.9379084967320261,0.0,0.0,2.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,D1,2020-21,hc,306,8,0,298,0.026143790849673203,0.0,4.0,14.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,D1,2020-21,ac,306,4,0,302,0.013071895424836602,0.0,4.0,14.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,D1,2021-22,hthg,306,141,0,165,0.46078431372549017,0.0,1.0,5.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,D1,2021-22,htag,306,162,0,144,0.5294117647058824,0.0,0.0,6.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,D1,2021-22,hy,306,59,0,247,0.19281045751633988,0.0,2.0,7.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,D1,2021-22,ay,306,42,0,264,0.13725490196078433,0.0,2.0,6.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,D1,2021-22,hr,306,299,0,7,0.9771241830065359,0.0,0.0,1.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,D1,2021-22,ar,306,289,0,17,0.9444444444444444,0.0,0.0,1.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,D1,2021-22,hc,306,5,0,301,0.016339869281045753,0.0,5.0,15.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,D1,2021-22,ac,306,10,0,296,0.032679738562091505,0.0,4.0,15.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,D1,2022-23,hthg,306,137,0,169,0.4477124183006536,0.0,1.0,5.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,D1,2022-23,htag,306,177,0,129,0.5784313725490197,0.0,0.0,5.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,D1,2022-23,hy,306,35,0,271,0.11437908496732026,0.0,2.0,7.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,D1,2022-23,ay,306,29,0,277,0.09477124183006536,0.0,2.0,7.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,D1,2022-23,hr,306,288,0,18,0.9411764705882353,0.0,0.0,1.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,D1,2022-23,ar,306,282,0,24,0.9215686274509803,0.0,0.0,2.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,D1,2022-23,hc,306,3,0,303,0.00980392156862745,0.0,5.0,18.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,D1,2022-23,ac,306,6,0,300,0.0196078431372549,0.0,4.0,13.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,D1,2023-24,hthg,306,128,0,178,0.41830065359477125,0.0,1.0,4.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,D1,2023-24,htag,306,153,0,153,0.5,0.0,0.5,5.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,D1,2023-24,hy,306,43,0,263,0.14052287581699346,0.0,2.0,7.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,D1,2023-24,ay,306,31,0,275,0.10130718954248366,0.0,2.0,7.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,D1,2023-24,hr,306,282,0,24,0.9215686274509803,0.0,0.0,1.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,D1,2023-24,ar,306,278,0,28,0.9084967320261438,0.0,0.0,2.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,D1,2023-24,hc,306,6,0,300,0.0196078431372549,0.0,5.0,16.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,D1,2023-24,ac,306,6,0,300,0.0196078431372549,0.0,4.0,15.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,D1,2024-25,hthg,306,153,0,153,0.5,0.0,0.5,4.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,D1,2024-25,htag,306,152,0,154,0.49673202614379086,0.0,1.0,4.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,D1,2024-25,hy,306,52,0,254,0.16993464052287582,0.0,2.0,8.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,D1,2024-25,ay,306,43,0,263,0.14052287581699346,0.0,2.0,7.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,D1,2024-25,hr,306,285,0,21,0.9313725490196079,0.0,0.0,3.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,D1,2024-25,ar,306,277,0,29,0.9052287581699346,0.0,0.0,2.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,D1,2024-25,hc,306,2,0,304,0.006535947712418301,0.0,5.0,18.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,D1,2024-25,ac,306,16,0,290,0.05228758169934641,0.0,4.0,14.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,D1,2025-26,hthg,306,143,0,163,0.4673202614379085,0.0,1.0,5.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,D1,2025-26,htag,306,166,0,140,0.5424836601307189,0.0,0.0,5.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,D1,2025-26,hy,306,47,0,259,0.15359477124183007,0.0,2.0,8.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,D1,2025-26,ay,306,38,0,268,0.12418300653594772,0.0,2.0,6.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,D1,2025-26,hr,306,278,0,28,0.9084967320261438,0.0,0.0,2.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,D1,2025-26,ar,306,285,0,21,0.9313725490196079,0.0,0.0,2.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,D1,2025-26,hc,306,5,0,301,0.016339869281045753,0.0,5.0,17.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,D1,2025-26,ac,306,10,0,296,0.032679738562091505,0.0,4.0,12.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,E0,2015-16,hthg,380,196,0,184,0.5157894736842106,0.0,0.0,4.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,E0,2015-16,htag,380,226,0,154,0.5947368421052631,0.0,0.0,3.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,E0,2015-16,hy,380,85,0,295,0.2236842105263158,0.0,1.0,6.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,E0,2015-16,ay,380,74,0,306,0.19473684210526315,0.0,2.0,9.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,E0,2015-16,hr,380,357,0,23,0.9394736842105263,0.0,0.0,2.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,E0,2015-16,ar,380,347,0,33,0.9131578947368421,0.0,0.0,2.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,E0,2015-16,hc,380,6,0,374,0.015789473684210527,0.0,5.5,18.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,E0,2015-16,ac,380,7,0,373,0.018421052631578946,0.0,5.0,14.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,E0,2016-17,hthg,380,193,0,187,0.5078947368421053,0.0,0.0,4.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,E0,2016-17,htag,380,232,0,148,0.6105263157894737,0.0,0.0,4.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,E0,2016-17,hy,380,67,0,313,0.1763157894736842,0.0,2.0,6.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,E0,2016-17,ay,380,61,0,319,0.16052631578947368,0.0,2.0,6.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,E0,2016-17,hr,380,360,0,20,0.9473684210526315,0.0,0.0,2.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,E0,2016-17,ar,380,360,0,20,0.9473684210526315,0.0,0.0,1.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,E0,2016-17,hc,380,5,0,375,0.013157894736842105,0.0,5.0,19.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,E0,2016-17,ac,380,5,0,375,0.013157894736842105,0.0,4.0,15.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,E0,2017-18,hthg,380,212,0,168,0.5578947368421052,0.0,0.0,4.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,E0,2017-18,htag,380,236,0,144,0.6210526315789474,0.0,0.0,3.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,E0,2017-18,hy,380,92,0,288,0.24210526315789474,0.0,1.0,6.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,E0,2017-18,ay,380,80,0,300,0.21052631578947367,0.0,1.0,7.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,E0,2017-18,hr,380,364,0,16,0.9578947368421052,0.0,0.0,2.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,E0,2017-18,ar,380,358,0,22,0.9421052631578948,0.0,0.0,1.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,E0,2017-18,hc,380,4,0,376,0.010526315789473684,0.0,5.0,18.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,E0,2017-18,ac,380,12,0,368,0.031578947368421054,0.0,4.0,13.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,E0,2018-19,hthg,380,199,0,181,0.5236842105263158,0.0,0.0,4.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,E0,2018-19,htag,380,218,0,162,0.5736842105263158,0.0,0.0,3.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,E0,2018-19,hy,380,87,0,293,0.22894736842105262,0.0,1.0,6.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,E0,2018-19,ay,380,59,0,321,0.15526315789473685,0.0,2.0,5.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,E0,2018-19,hr,380,362,0,18,0.9526315789473684,0.0,0.0,1.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,E0,2018-19,ar,380,352,0,28,0.9263157894736842,0.0,0.0,2.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,E0,2018-19,hc,380,3,0,377,0.007894736842105263,0.0,5.0,16.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,E0,2018-19,ac,380,15,0,365,0.039473684210526314,0.0,4.0,14.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,E0,2019-20,hthg,380,197,0,183,0.5184210526315789,0.0,0.0,5.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,E0,2019-20,htag,380,221,0,159,0.5815789473684211,0.0,0.0,5.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,E0,2019-20,hy,380,76,0,304,0.2,0.0,1.0,6.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,E0,2019-20,ay,380,58,0,322,0.15263157894736842,0.0,2.0,6.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,E0,2019-20,hr,380,359,0,21,0.9447368421052632,0.0,0.0,2.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,E0,2019-20,ar,380,357,0,23,0.9394736842105263,0.0,0.0,1.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,E0,2019-20,hc,380,6,0,374,0.015789473684210527,0.0,5.0,17.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,E0,2019-20,ac,380,12,0,368,0.031578947368421054,0.0,5.0,16.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,E0,2020-21,hthg,380,193,0,187,0.5078947368421053,0.0,0.0,4.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,E0,2020-21,htag,380,211,0,169,0.5552631578947368,0.0,0.0,4.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,E0,2020-21,hy,380,88,0,292,0.23157894736842105,0.0,1.0,6.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,E0,2020-21,ay,380,89,0,291,0.23421052631578948,0.0,1.0,5.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,E0,2020-21,hr,380,361,0,19,0.95,0.0,0.0,1.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,E0,2020-21,ar,380,356,0,24,0.9368421052631579,0.0,0.0,2.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,E0,2020-21,hc,380,7,0,373,0.018421052631578946,0.0,5.0,16.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,E0,2020-21,ac,380,9,0,371,0.02368421052631579,0.0,4.0,13.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,E0,2021-22,hthg,380,195,0,185,0.5131578947368421,0.0,0.0,4.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,E0,2021-22,htag,380,220,0,160,0.5789473684210527,0.0,0.0,4.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,E0,2021-22,hy,380,74,0,306,0.19473684210526315,0.0,1.5,6.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,E0,2021-22,ay,380,61,0,319,0.16052631578947368,0.0,2.0,5.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,E0,2021-22,hr,380,362,0,18,0.9526315789473684,0.0,0.0,2.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,E0,2021-22,ar,380,356,0,24,0.9368421052631579,0.0,0.0,1.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,E0,2021-22,hc,380,4,0,376,0.010526315789473684,0.0,5.0,15.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,E0,2021-22,ac,380,12,0,368,0.031578947368421054,0.0,5.0,13.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,E0,2022-23,hthg,380,181,0,199,0.4763157894736842,0.0,1.0,5.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,E0,2022-23,htag,380,218,0,162,0.5736842105263158,0.0,0.0,3.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,E0,2022-23,hy,380,75,0,305,0.19736842105263158,0.0,2.0,6.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,E0,2022-23,ay,380,54,0,326,0.14210526315789473,0.0,2.0,7.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,E0,2022-23,hr,380,363,0,17,0.9552631578947368,0.0,0.0,2.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,E0,2022-23,ar,380,370,0,10,0.9736842105263158,0.0,0.0,1.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,E0,2022-23,hc,380,6,0,374,0.015789473684210527,0.0,5.0,17.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,E0,2022-23,ac,380,7,0,373,0.018421052631578946,0.0,4.0,19.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,E0,2023-24,hthg,380,179,0,201,0.4710526315789474,0.0,1.0,4.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,E0,2023-24,htag,380,207,0,173,0.5447368421052632,0.0,0.0,5.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,E0,2023-24,hy,380,56,0,324,0.14736842105263157,0.0,2.0,6.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,E0,2023-24,ay,380,38,0,342,0.1,0.0,2.0,7.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,E0,2023-24,hr,380,355,0,25,0.9342105263157895,0.0,0.0,2.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,E0,2023-24,ar,380,350,0,30,0.9210526315789473,0.0,0.0,2.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,E0,2023-24,hc,380,6,0,374,0.015789473684210527,0.0,6.0,17.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,E0,2023-24,ac,380,12,0,368,0.031578947368421054,0.0,4.0,15.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,E0,2024-25,hthg,380,178,0,202,0.46842105263157896,0.0,1.0,4.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,E0,2024-25,htag,380,210,0,170,0.5526315789473685,0.0,0.0,5.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,E0,2024-25,hy,380,57,0,323,0.15,0.0,2.0,7.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,E0,2024-25,ay,380,47,0,333,0.12368421052631579,0.0,2.0,8.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,E0,2024-25,hr,380,355,0,25,0.9342105263157895,0.0,0.0,2.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,E0,2024-25,ar,380,354,0,26,0.9315789473684211,0.0,0.0,1.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,E0,2024-25,hc,380,10,0,370,0.02631578947368421,0.0,5.0,17.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,E0,2024-25,ac,380,14,0,366,0.03684210526315789,0.0,4.0,18.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,E0,2025-26,hthg,380,185,0,195,0.4868421052631579,0.0,1.0,3.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,E0,2025-26,htag,380,237,0,143,0.6236842105263158,0.0,0.0,4.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,E0,2025-26,hy,380,71,0,309,0.1868421052631579,0.0,2.0,5.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,E0,2025-26,ay,380,43,0,337,0.11315789473684211,0.0,2.0,6.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,E0,2025-26,hr,380,363,0,17,0.9552631578947368,0.0,0.0,2.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,E0,2025-26,ar,380,360,0,20,0.9473684210526315,0.0,0.0,1.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,E0,2025-26,hc,380,4,0,376,0.010526315789473684,0.0,5.0,14.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,E0,2025-26,ac,380,7,0,373,0.018421052631578946,0.0,4.0,15.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,E1,2015-16,hthg,552,315,0,237,0.5706521739130435,0.0,0.0,4.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,E1,2015-16,htag,552,340,0,212,0.6159420289855072,0.0,0.0,4.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,E1,2015-16,hy,552,141,0,411,0.2554347826086957,0.0,1.0,6.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,E1,2015-16,ay,552,104,0,448,0.18840579710144928,0.0,2.0,6.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,E1,2015-16,hr,552,513,0,39,0.9293478260869565,0.0,0.0,2.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,E1,2015-16,ar,552,514,0,38,0.9311594202898551,0.0,0.0,1.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,E1,2015-16,hc,552,4,0,548,0.007246376811594203,0.0,6.0,15.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,E1,2015-16,ac,552,6,0,546,0.010869565217391304,0.0,4.0,13.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,E1,2016-17,hthg,552,293,0,259,0.5307971014492754,0.0,0.0,6.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,E1,2016-17,htag,552,344,0,208,0.6231884057971014,0.0,0.0,4.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,E1,2016-17,hy,552,99,0,453,0.1793478260869565,0.0,1.0,5.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,E1,2016-17,ay,552,76,0,476,0.13768115942028986,0.0,2.0,7.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,E1,2016-17,hr,552,520,0,32,0.9420289855072463,0.0,0.0,1.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,E1,2016-17,ar,552,496,0,56,0.8985507246376812,0.0,0.0,2.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,E1,2016-17,hc,552,7,0,545,0.012681159420289856,0.0,5.0,19.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,E1,2016-17,ac,552,11,0,541,0.019927536231884056,0.0,4.0,13.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,E1,2017-18,hthg,552,293,0,259,0.5307971014492754,0.0,0.0,4.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,E1,2017-18,htag,552,340,0,212,0.6159420289855072,0.0,0.0,3.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,E1,2017-18,hy,552,99,0,453,0.1793478260869565,0.0,1.0,6.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,E1,2017-18,ay,552,84,0,468,0.15217391304347827,0.0,2.0,6.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,E1,2017-18,hr,552,523,0,29,0.947463768115942,0.0,0.0,2.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,E1,2017-18,ar,552,501,0,51,0.907608695652174,0.0,0.0,2.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,E1,2017-18,hc,552,3,0,549,0.005434782608695652,0.0,5.0,15.0,0.05,OBSERVED,aucun verrou automatique
