provider,competition,season,column,rows,zeros,missing,non_zero,zero_rate,min_value,median_value,max_value,artificial_probability,quality_status,impact
football-data.co.uk,P1,2015-16,htag,306,181,0,125,0.5915032679738562,0.0,0.0,3.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,P1,2015-16,hy,306,306,0,0,1.0,0.0,0.0,0.0,0.99,SUSPECT_ZERO,exclure des features et modèles concernés
football-data.co.uk,P1,2015-16,ay,306,306,0,0,1.0,0.0,0.0,0.0,0.99,SUSPECT_ZERO,exclure des features et modèles concernés
football-data.co.uk,P1,2015-16,hr,306,306,0,0,1.0,0.0,0.0,0.0,0.75,OBSERVED,aucun verrou automatique
football-data.co.uk,P1,2015-16,ar,306,306,0,0,1.0,0.0,0.0,0.0,0.75,OBSERVED,aucun verrou automatique
football-data.co.uk,P1,2015-16,hc,306,306,0,0,1.0,0.0,0.0,0.0,0.99,SUSPECT_ZERO,exclure des features et modèles concernés
football-data.co.uk,P1,2015-16,ac,306,306,0,0,1.0,0.0,0.0,0.0,0.99,SUSPECT_ZERO,exclure des features et modèles concernés
football-data.co.uk,P1,2016-17,hthg,306,158,0,148,0.5163398692810458,0.0,0.0,4.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,P1,2016-17,htag,306,201,0,105,0.6568627450980392,0.0,0.0,3.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,P1,2016-17,hy,306,306,0,0,1.0,0.0,0.0,0.0,0.99,SUSPECT_ZERO,exclure des features et modèles concernés
football-data.co.uk,P1,2016-17,ay,306,306,0,0,1.0,0.0,0.0,0.0,0.99,SUSPECT_ZERO,exclure des features et modèles concernés
football-data.co.uk,P1,2016-17,hr,306,306,0,0,1.0,0.0,0.0,0.0,0.75,OBSERVED,aucun verrou automatique
football-data.co.uk,P1,2016-17,ar,306,306,0,0,1.0,0.0,0.0,0.0,0.75,OBSERVED,aucun verrou automatique
football-data.co.uk,P1,2016-17,hc,306,306,0,0,1.0,0.0,0.0,0.0,0.99,SUSPECT_ZERO,exclure des features et modèles concernés
football-data.co.uk,P1,2016-17,ac,306,306,0,0,1.0,0.0,0.0,0.0,0.99,SUSPECT_ZERO,exclure des features et modèles concernés
football-data.co.uk,P1,2017-18,hthg,306,155,0,151,0.5065359477124183,0.0,0.0,4.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,P1,2017-18,htag,306,181,0,125,0.5915032679738562,0.0,0.0,4.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,P1,2017-18,hy,306,38,0,268,0.12418300653594772,0.0,2.0,7.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,P1,2017-18,ay,306,19,0,287,0.06209150326797386,0.0,2.0,7.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,P1,2017-18,hr,306,272,0,34,0.8888888888888888,0.0,0.0,2.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,P1,2017-18,ar,306,264,0,42,0.8627450980392157,0.0,0.0,3.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,P1,2017-18,hc,306,6,0,300,0.0196078431372549,0.0,5.0,15.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,P1,2017-18,ac,306,3,0,303,0.00980392156862745,0.0,4.0,16.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,P1,2018-19,hthg,306,160,0,146,0.5228758169934641,0.0,0.0,4.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,P1,2018-19,htag,306,180,0,126,0.5882352941176471,0.0,0.0,3.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,P1,2018-19,hy,306,29,0,277,0.09477124183006536,0.0,2.0,8.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,P1,2018-19,ay,306,21,0,285,0.06862745098039216,0.0,3.0,8.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,P1,2018-19,hr,306,265,0,41,0.8660130718954249,0.0,0.0,3.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,P1,2018-19,ar,306,259,0,47,0.8464052287581699,0.0,0.0,2.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,P1,2018-19,hc,306,2,0,304,0.006535947712418301,0.0,5.0,17.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,P1,2018-19,ac,306,8,0,298,0.026143790849673203,0.0,4.0,13.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,P1,2019-20,hthg,306,169,0,137,0.5522875816993464,0.0,0.0,3.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,P1,2019-20,htag,306,180,0,126,0.5882352941176471,0.0,0.0,4.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,P1,2019-20,hy,306,28,0,278,0.0915032679738562,0.0,2.0,7.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,P1,2019-20,ay,306,18,0,288,0.058823529411764705,0.0,3.0,7.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,P1,2019-20,hr,306,269,0,37,0.8790849673202614,0.0,0.0,3.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,P1,2019-20,ar,306,267,0,39,0.8725490196078431,0.0,0.0,3.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,P1,2019-20,hc,306,7,0,299,0.02287581699346405,0.0,5.0,17.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,P1,2019-20,ac,306,10,0,296,0.032679738562091505,0.0,4.0,16.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,P1,2020-21,hthg,306,162,0,144,0.5294117647058824,0.0,0.0,3.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,P1,2020-21,htag,306,176,0,130,0.5751633986928104,0.0,0.0,4.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,P1,2020-21,hy,306,18,0,288,0.058823529411764705,0.0,2.0,8.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,P1,2020-21,ay,306,33,0,273,0.10784313725490197,0.0,2.0,6.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,P1,2020-21,hr,306,276,0,30,0.9019607843137255,0.0,0.0,2.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,P1,2020-21,ar,306,269,0,37,0.8790849673202614,0.0,0.0,2.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,P1,2020-21,hc,306,3,0,303,0.00980392156862745,0.0,5.0,15.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,P1,2020-21,ac,306,8,0,298,0.026143790849673203,0.0,4.0,16.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,P1,2021-22,hthg,306,161,0,145,0.5261437908496732,0.0,0.0,4.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,P1,2021-22,htag,306,178,0,128,0.5816993464052288,0.0,0.0,7.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,P1,2021-22,hy,306,16,0,290,0.05228758169934641,0.0,3.0,10.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,P1,2021-22,ay,306,11,0,295,0.03594771241830065,0.0,3.0,8.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,P1,2021-22,hr,306,263,0,43,0.8594771241830066,0.0,0.0,3.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,P1,2021-22,ar,306,247,0,59,0.8071895424836601,0.0,0.0,3.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,P1,2021-22,hc,306,3,0,303,0.00980392156862745,0.0,5.0,14.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,P1,2021-22,ac,306,13,0,293,0.042483660130718956,0.0,4.0,14.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,P1,2022-23,hthg,306,170,0,136,0.5555555555555556,0.0,0.0,3.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,P1,2022-23,htag,306,200,0,106,0.6535947712418301,0.0,0.0,4.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,P1,2022-23,hy,306,18,0,288,0.058823529411764705,0.0,2.5,9.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,P1,2022-23,ay,306,20,0,286,0.06535947712418301,0.0,3.0,9.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,P1,2022-23,hr,306,263,0,43,0.8594771241830066,0.0,0.0,3.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,P1,2022-23,ar,306,254,0,52,0.8300653594771242,0.0,0.0,2.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,P1,2022-23,hc,306,2,0,304,0.006535947712418301,0.0,5.0,16.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,P1,2022-23,ac,306,10,0,296,0.032679738562091505,0.0,5.0,19.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,P1,2023-24,hthg,306,169,0,137,0.5522875816993464,0.0,0.0,5.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,P1,2023-24,htag,306,173,0,133,0.565359477124183,0.0,0.0,4.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,P1,2023-24,hy,306,29,0,277,0.09477124183006536,0.0,2.0,6.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,P1,2023-24,ay,306,20,0,286,0.06535947712418301,0.0,2.0,9.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,P1,2023-24,hr,306,266,0,40,0.869281045751634,0.0,0.0,1.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,P1,2023-24,ar,306,256,0,50,0.8366013071895425,0.0,0.0,3.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,P1,2023-24,hc,306,2,0,304,0.006535947712418301,0.0,5.0,23.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,P1,2023-24,ac,306,9,0,297,0.029411764705882353,0.0,4.0,13.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,P1,2024-25,hthg,306,157,0,149,0.5130718954248366,0.0,0.0,4.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,P1,2024-25,htag,306,189,0,117,0.6176470588235294,0.0,0.0,4.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,P1,2024-25,hy,306,34,0,272,0.1111111111111111,0.0,2.0,7.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,P1,2024-25,ay,306,25,0,281,0.08169934640522876,0.0,2.0,8.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,P1,2024-25,hr,306,273,0,33,0.8921568627450981,0.0,0.0,2.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,P1,2024-25,ar,306,271,0,35,0.8856209150326797,0.0,0.0,2.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,P1,2024-25,hc,306,10,0,296,0.032679738562091505,0.0,5.0,16.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,P1,2024-25,ac,306,9,0,297,0.029411764705882353,0.0,4.0,14.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,P1,2025-26,hthg,306,165,0,141,0.5392156862745098,0.0,0.0,4.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,P1,2025-26,htag,306,180,0,126,0.5882352941176471,0.0,0.0,3.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,P1,2025-26,hy,306,24,0,282,0.0784313725490196,0.0,2.0,8.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,P1,2025-26,ay,306,21,0,285,0.06862745098039216,0.0,2.0,7.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,P1,2025-26,hr,306,268,0,38,0.8758169934640523,0.0,0.0,2.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,P1,2025-26,ar,306,274,0,32,0.8954248366013072,0.0,0.0,2.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,P1,2025-26,hc,306,10,0,296,0.032679738562091505,0.0,5.0,15.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,P1,2025-26,ac,306,14,0,292,0.0457516339869281,0.0,4.0,15.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,SP1,2015-16,hthg,380,186,0,194,0.48947368421052634,0.0,1.0,5.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,SP1,2015-16,htag,380,231,0,149,0.6078947368421053,0.0,0.0,4.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,SP1,2015-16,hy,380,26,0,354,0.06842105263157895,0.0,2.0,8.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,SP1,2015-16,ay,380,16,0,364,0.042105263157894736,0.0,3.0,8.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,SP1,2015-16,hr,380,337,0,43,0.8868421052631579,0.0,0.0,2.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,SP1,2015-16,ar,380,321,0,59,0.8447368421052631,0.0,0.0,2.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,SP1,2015-16,hc,380,3,0,377,0.007894736842105263,0.0,5.0,17.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,SP1,2015-16,ac,380,14,0,366,0.03684210526315789,0.0,4.0,17.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,SP1,2016-17,hthg,380,193,0,187,0.5078947368421053,0.0,0.0,4.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,SP1,2016-17,htag,380,234,0,146,0.6157894736842106,0.0,0.0,4.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,SP1,2016-17,hy,380,34,0,346,0.08947368421052632,0.0,2.0,7.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,SP1,2016-17,ay,380,19,0,361,0.05,0.0,3.0,7.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,SP1,2016-17,hr,380,348,0,32,0.9157894736842105,0.0,0.0,2.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,SP1,2016-17,ar,380,329,0,51,0.8657894736842106,0.0,0.0,2.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,SP1,2016-17,hc,380,6,0,374,0.015789473684210527,0.0,5.0,20.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,SP1,2016-17,ac,380,15,0,365,0.039473684210526314,0.0,4.0,14.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,SP1,2017-18,hthg,380,202,0,178,0.531578947368421,0.0,0.0,5.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,SP1,2017-18,htag,380,230,0,150,0.6052631578947368,0.0,0.0,3.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,SP1,2017-18,hy,380,36,0,344,0.09473684210526316,0.0,2.0,8.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,SP1,2017-18,ay,380,22,0,358,0.05789473684210526,0.0,3.0,9.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,SP1,2017-18,hr,380,339,0,41,0.8921052631578947,0.0,0.0,2.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,SP1,2017-18,ar,380,351,0,29,0.9236842105263158,0.0,0.0,2.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,SP1,2017-18,hc,380,2,0,378,0.005263157894736842,0.0,5.0,16.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,SP1,2017-18,ac,380,15,0,365,0.039473684210526314,0.0,4.0,14.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,SP1,2018-19,hthg,380,210,0,170,0.5526315789473685,0.0,0.0,3.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,SP1,2018-19,htag,380,234,0,146,0.6157894736842106,0.0,0.0,5.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,SP1,2018-19,hy,380,32,0,348,0.08421052631578947,0.0,2.0,8.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,SP1,2018-19,ay,380,11,0,369,0.02894736842105263,0.0,3.0,7.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,SP1,2018-19,hr,380,347,0,33,0.9131578947368421,0.0,0.0,1.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,SP1,2018-19,ar,380,336,0,44,0.8842105263157894,0.0,0.0,2.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,SP1,2018-19,hc,380,6,0,374,0.015789473684210527,0.0,5.0,15.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,SP1,2018-19,ac,380,13,0,367,0.034210526315789476,0.0,4.0,12.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,SP1,2019-20,hthg,380,218,0,162,0.5736842105263158,0.0,0.0,4.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,SP1,2019-20,htag,380,242,0,138,0.6368421052631579,0.0,0.0,3.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,SP1,2019-20,hy,380,32,0,348,0.08421052631578947,0.0,2.0,7.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,SP1,2019-20,ay,380,26,0,354,0.06842105263157895,0.0,2.0,8.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,SP1,2019-20,hr,380,346,0,34,0.9105263157894737,0.0,0.0,2.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,SP1,2019-20,ar,380,333,0,47,0.8763157894736842,0.0,0.0,2.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,SP1,2019-20,hc,380,5,0,375,0.013157894736842105,0.0,5.0,14.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,SP1,2019-20,ac,380,12,0,368,0.031578947368421054,0.0,4.0,12.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,SP1,2020-21,hthg,380,204,0,176,0.5368421052631579,0.0,0.0,4.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,SP1,2020-21,htag,380,226,0,154,0.5947368421052631,0.0,0.0,4.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,SP1,2020-21,hy,380,47,0,333,0.12368421052631579,0.0,2.0,8.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,SP1,2020-21,ay,380,40,0,340,0.10526315789473684,0.0,2.0,7.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,SP1,2020-21,hr,380,343,0,37,0.9026315789473685,0.0,0.0,2.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,SP1,2020-21,ar,380,345,0,35,0.9078947368421053,0.0,0.0,2.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,SP1,2020-21,hc,380,11,0,369,0.02894736842105263,0.0,4.0,15.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,SP1,2020-21,ac,380,15,0,365,0.039473684210526314,0.0,4.0,14.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,SP1,2021-22,hthg,380,202,0,178,0.531578947368421,0.0,0.0,4.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,SP1,2021-22,htag,380,246,0,134,0.6473684210526316,0.0,0.0,4.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,SP1,2021-22,hy,380,25,0,355,0.06578947368421052,0.0,2.0,8.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,SP1,2021-22,ay,380,32,0,348,0.08421052631578947,0.0,3.0,7.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,SP1,2021-22,hr,380,332,0,48,0.8736842105263158,0.0,0.0,2.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,SP1,2021-22,ar,380,344,0,36,0.9052631578947369,0.0,0.0,2.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,SP1,2021-22,hc,380,7,0,373,0.018421052631578946,0.0,5.0,16.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,SP1,2021-22,ac,380,15,0,365,0.039473684210526314,0.0,4.0,12.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,SP1,2022-23,hthg,380,198,0,182,0.5210526315789473,0.0,0.0,4.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,SP1,2022-23,htag,380,243,0,137,0.6394736842105263,0.0,0.0,4.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,SP1,2022-23,hy,380,44,0,336,0.11578947368421053,0.0,2.0,9.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,SP1,2022-23,ay,380,36,0,344,0.09473684210526316,0.0,2.0,8.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,SP1,2022-23,hr,380,325,0,55,0.8552631578947368,0.0,0.0,2.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,SP1,2022-23,ar,380,311,0,69,0.8184210526315789,0.0,0.0,2.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,SP1,2022-23,hc,380,4,0,376,0.010526315789473684,0.0,5.0,19.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,SP1,2022-23,ac,380,11,0,369,0.02894736842105263,0.0,4.0,15.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,SP1,2023-24,hthg,380,200,0,180,0.5263157894736842,0.0,0.0,4.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,SP1,2023-24,htag,380,220,0,160,0.5789473684210527,0.0,0.0,4.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,SP1,2023-24,hy,380,42,0,338,0.11052631578947368,0.0,2.0,8.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,SP1,2023-24,ay,380,26,0,354,0.06842105263157895,0.0,2.0,8.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,SP1,2023-24,hr,380,339,0,41,0.8921052631578947,0.0,0.0,2.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,SP1,2023-24,ar,380,338,0,42,0.8894736842105263,0.0,0.0,2.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,SP1,2023-24,hc,380,7,0,373,0.018421052631578946,0.0,5.0,15.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,SP1,2023-24,ac,380,14,0,366,0.03684210526315789,0.0,4.0,15.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,SP1,2024-25,hthg,380,193,0,187,0.5078947368421053,0.0,0.0,5.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,SP1,2024-25,htag,380,239,0,141,0.6289473684210526,0.0,0.0,3.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,SP1,2024-25,hy,380,54,0,326,0.14210526315789473,0.0,2.0,7.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,SP1,2024-25,ay,380,42,0,338,0.11052631578947368,0.0,2.0,9.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,SP1,2024-25,hr,380,344,0,36,0.9052631578947369,0.0,0.0,2.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,SP1,2024-25,ar,380,343,0,37,0.9026315789473685,0.0,0.0,2.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,SP1,2024-25,hc,380,5,0,375,0.013157894736842105,0.0,5.0,26.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,SP1,2024-25,ac,380,11,0,369,0.02894736842105263,0.0,4.0,14.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,SP1,2025-26,hthg,380,193,0,187,0.5078947368421053,0.0,0.0,4.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,SP1,2025-26,htag,380,232,0,148,0.6105263157894737,0.0,0.0,4.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,SP1,2025-26,hy,380,45,0,335,0.11842105263157894,0.0,2.0,7.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,SP1,2025-26,ay,380,30,0,350,0.07894736842105263,0.0,2.0,8.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,SP1,2025-26,hr,380,338,0,42,0.8894736842105263,0.0,0.0,3.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,SP1,2025-26,ar,380,331,0,49,0.8710526315789474,0.0,0.0,2.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,SP1,2025-26,hc,380,3,0,377,0.007894736842105263,0.0,5.0,21.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,SP1,2025-26,ac,380,15,0,365,0.039473684210526314,0.0,4.0,14.0,0.05,OBSERVED,aucun verrou automatique
